Code,Description,UID,#ISIC,PARENT #ISIC,Level No.,Level Description,Sections,Division,Group,Class,Used For Concordance ,"Matches to 
Concordance NACE","Matches to 
Concordance
(NAICS to ISIC)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to NACE)","Not in
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ANZSIC)",Matched to NETVIEW,"Matches to 
Concordance
(ISIC to NACE)","Matches to 
Concordance
(ISIC to NAICS)","Matches to 
Concordance
(ISIC to ANZSIC)",
263,Manufacture of communication equipment,F1.0224,ISIC-263,ISIC-26,3,Group,C,26,263,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.3,,,
2630,Manufacture of communication equipment,F1.0225,ISIC-2630,ISIC-263,4,Class,C,26,263,2630,Yes,1,3,3,1,,3,7,NACE-26.30,NAICS-334210;  NAICS-334220;  NAICS-334290,ANZSIC-2422;  ANZSIC-2429;  ANZSIC-2439,
264,Manufacture of consumer electronics,F1.0226,ISIC-264,ISIC-26,3,Group,C,26,264,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.4,,,
2640,Manufacture of consumer electronics,F1.0227,ISIC-2640,ISIC-264,4,Class,C,26,264,2640,Yes,1,2,2,1,,2,5,NACE-26.40,NAICS-334310;  NAICS-339930,ANZSIC-2421;  ANZSIC-2429,
265,"Manufacture of measuring, testing, navigating and control equipment; watches and clocks",F1.0228,ISIC-265,ISIC-26,3,Group,C,26,265,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.5,,,
2651,"Manufacture of measuring, testing, navigating and control equipment",F1.0229,ISIC-2651,ISIC-265,4,Class,C,26,265,2651,Yes,1,10,10,1,,9,20,NACE-26.51,NAICS-333997;  NAICS-334220;  NAICS-334290;  NAICS-334511;  NAICS-334512;  NAICS-334513;  NAICS-334514;  NAICS-334515;  NAICS-334516;  NAICS-334519,ANZSIC-2394;  ANZSIC-2411;  ANZSIC-2412;  ANZSIC-2419;  ANZSIC-2422;  ANZSIC-2429;  ANZSIC-2439;  ANZSIC-2449;  ANZSIC-2452,
2652,Manufacture of watches and clocks,F1.0230,ISIC-2652,ISIC-265,4,Class,C,26,265,2652,Yes,1,2,2,1,,1,4,NACE-26.52,NAICS-334514;  NAICS-334519,ANZSIC-2419,
266,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",F1.0231,ISIC-266,ISIC-26,3,Group,C,26,266,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.6,,,
2660,"Manufacture of irradiation, electromedical and electrotherapeutic equipment",F1.0232,ISIC-2660,ISIC-266,4,Class,C,26,266,2660,Yes,1,2,2,1,,3,6,NACE-26.60,NAICS-334510;  NAICS-334517,ANZSIC-2412;  ANZSIC-2419;  ANZSIC-2469,
267,Manufacture of optical instruments and photographic equipment,F1.0233,ISIC-267,ISIC-26,3,Group,C,26,267,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.7,,,
2670,Manufacture of optical instruments and photographic equipment,F1.0234,ISIC-2670,ISIC-267,4,Class,C,26,267,2670,Yes,1,2,2,1,,5,8,NACE-26.70,NAICS-333314;  NAICS-333316,ANZSIC-2411;  ANZSIC-2412;  ANZSIC-2419;  ANZSIC-2422;  ANZSIC-2429,
268,Manufacture of magnetic and optical media,F1.0235,ISIC-268,ISIC-26,3,Group,C,26,268,0000,Yes,1,0,0,1,Yes,0,1,NACE-26.8,,,
2680,Manufacture of magnetic and optical media,F1.0236,ISIC-2680,ISIC-268,4,Class,C,26,268,2680,Yes,1,1,1,1,,1,3,NACE-26.80,NAICS-334613,ANZSIC-2429,
27,Manufacture of electrical equipment,F1.0237,ISIC-27,ISIC-C,2,Division,C,27,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-27,,,
271,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",F1.0238,ISIC-271,ISIC-27,3,Group,C,27,271,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.1,,,
2710,"Manufacture of electric motors, generators, transformers and electricity distribution and control apparatus",F1.0239,ISIC-2710,ISIC-271,4,Class,C,27,271,2710,Yes,2,5,5,2,,1,8,NACE-27.11;  NACE-27.12,NAICS-333992;  NAICS-335311;  NAICS-335312;  NAICS-335313;  NAICS-335314,ANZSIC-2439,
272,Manufacture of batteries and accumulators,F1.0240,ISIC-272,ISIC-27,3,Group,C,27,272,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.2,,,
2720,Manufacture of batteries and accumulators,F1.0241,ISIC-2720,ISIC-272,4,Class,C,27,272,2720,Yes,1,4,4,1,,1,6,NACE-27.20,NAICS-326199;  NAICS-326299;  NAICS-335911;  NAICS-335912,ANZSIC-2439,
273,Manufacture of wiring and wiring devices,F1.0242,ISIC-273,ISIC-27,3,Group,C,27,273,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.3,,,
2731,Manufacture of fibre optic cables,F1.0243,ISIC-2731,ISIC-273,4,Class,C,27,273,2731,Yes,1,1,1,1,,2,4,NACE-27.31,NAICS-335921,ANZSIC-2419;  ANZSIC-2431,
2732,Manufacture of other electronic and electric wires and cables,F1.0244,ISIC-2732,ISIC-273,4,Class,C,27,273,2732,Yes,1,4,4,1,,1,6,NACE-27.32,NAICS-331222;  NAICS-331318;  NAICS-331420;  NAICS-335929,ANZSIC-2431,
2733,Manufacture of wiring devices,F1.0245,ISIC-2733,ISIC-273,4,Class,C,27,273,2733,Yes,1,2,2,1,,5,8,NACE-27.33,NAICS-335931;  NAICS-335932,ANZSIC-1912;  ANZSIC-1913;  ANZSIC-2313;  ANZSIC-2422;  ANZSIC-2439,
274,Manufacture of electric lighting equipment,F1.0246,ISIC-274,ISIC-27,3,Group,C,27,274,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.4,,,
2740,Manufacture of electric lighting equipment,F1.0247,ISIC-2740,ISIC-274,4,Class,C,27,274,2740,Yes,1,5,5,1,,2,8,NACE-27.40,NAICS-335110;  NAICS-335121;  NAICS-335122;  NAICS-335129;  NAICS-336320,ANZSIC-2313;  ANZSIC-2432,
275,Manufacture of domestic appliances,F1.0248,ISIC-275,ISIC-27,3,Group,C,27,275,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.5,,,
2750,Manufacture of domestic appliances,F1.0249,ISIC-2750,ISIC-275,4,Class,C,27,275,2750,Yes,2,2,2,2,,3,7,NACE-27.51;  NACE-27.52,NAICS-335210;  NAICS-335220,ANZSIC-2429;  ANZSIC-2441;  ANZSIC-2449,
279,Manufacture of other electrical equipment,F1.0250,ISIC-279,ISIC-27,3,Group,C,27,279,0000,Yes,1,0,0,1,Yes,0,1,NACE-27.9,,,
2790,Manufacture of other electrical equipment,F1.0251,ISIC-2790,ISIC-279,4,Class,C,27,279,2790,Yes,1,10,10,1,,8,19,NACE-27.90,NAICS-332216;  NAICS-333318;  NAICS-333618;  NAICS-333992;  NAICS-334290;  NAICS-335129;  NAICS-335314;  NAICS-335991;  NAICS-335999;  NAICS-339950,ANZSIC-2313;  ANZSIC-2419;  ANZSIC-2422;  ANZSIC-2429;  ANZSIC-2431;  ANZSIC-2432;  ANZSIC-2439;  ANZSIC-2469,
28,Manufacture of machinery and equipment n.e.c.,F1.0252,ISIC-28,ISIC-C,2,Division,C,28,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-28,,,
281,Manufacture of general-purpose machinery,F1.0253,ISIC-281,ISIC-28,3,Group,C,28,281,0000,Yes,2,0,0,2,Yes,0,2,NACE-28.1;  NACE-28.2,,,
2811,"Manufacture of engines and turbines, except aircraft, vehicle and cycle engines",F1.0254,ISIC-2811,ISIC-281,4,Class,C,28,281,2811,Yes,1,3,3,1,,7,11,NACE-28.11,NAICS-333611;  NAICS-333618;  NAICS-336310,ANZSIC-2299;  ANZSIC-2319;  ANZSIC-2391;  ANZSIC-2392;  ANZSIC-2393;  ANZSIC-2399;  ANZSIC-2499,
2812,Manufacture of fluid power equipment,F1.0255,ISIC-2812,ISIC-281,4,Class,C,28,281,2812,Yes,1,3,3,1,,3,7,NACE-28.12,NAICS-332912;  NAICS-333995;  NAICS-333996,ANZSIC-2299;  ANZSIC-2451;  ANZSIC-2499,
2813,"Manufacture of other pumps, compressors, taps and valves",F1.0256,ISIC-2813,ISIC-281,4,Class,C,28,281,2813,Yes,2,14,14,2,,5,21,NACE-28.13;  NACE-28.14,NAICS-332911;  NAICS-332913;  NAICS-332919;  NAICS-333111;  NAICS-333415;  NAICS-333912;  NAICS-333914;  NAICS-336310;  NAICS-336320;  NAICS-336330;  NAICS-336340;  NAICS-336390;  NAICS-336412;  NAICS-339113,ANZSIC-2299;  ANZSIC-2449;  ANZSIC-2451;  ANZSIC-2452;  ANZSIC-2499,
2814,"Manufacture of bearings, gears, gearing and driving elements",F1.0257,ISIC-2814,ISIC-281,4,Class,C,28,281,2814,Yes,1,3,3,1,,1,5,NACE-28.15,NAICS-332991;  NAICS-333612;  NAICS-333613,ANZSIC-2499,
2815,"Manufacture of ovens, furnaces and furnace burners",F1.0258,ISIC-2815,ISIC-281,4,Class,C,28,281,2815,Yes,1,5,5,1,,4,10,NACE-28.21,NAICS-333249;  NAICS-333414;  NAICS-333415;  NAICS-333994;  NAICS-333999,ANZSIC-2439;  ANZSIC-2449;  ANZSIC-2452;  ANZSIC-2499,
2816,Manufacture of lifting and handling equipment,F1.0259,ISIC-2816,ISIC-281,4,Class,C,28,281,2816,Yes,1,10,10,1,,2,13,NACE-28.22,NAICS-332216;  NAICS-332313;  NAICS-333120;  NAICS-333131;  NAICS-333921;  NAICS-333922;  NAICS-333923;  NAICS-333924;  NAICS-333999;  NAICS-336211,ANZSIC-2399;  ANZSIC-2491,
2817,Manufacture of office machinery and equipment (except computers and peripheral equipment),F1.0260,ISIC-2817,ISIC-281,4,Class,C,28,281,2817,Yes,1,4,4,1,,2,7,NACE-28.23,NAICS-325992;  NAICS-333316;  NAICS-333318;  NAICS-339940,ANZSIC-2421;  ANZSIC-2519,
2818,Manufacture of power-driven hand tools,F1.0261,ISIC-2818,ISIC-281,4,Class,C,28,281,2818,Yes,1,5,5,1,,1,7,NACE-28.24,NAICS-333111;  NAICS-333112;  NAICS-333120;  NAICS-333131;  NAICS-333991,ANZSIC-2463,
2819,Manufacture of other general-purpose machinery,F1.0262,ISIC-2819,ISIC-281,4,Class,C,28,281,2819,Yes,2,20,20,2,,6,28,NACE-28.25;  NACE-28.29,NAICS-332216;  NAICS-332410;  NAICS-332420;  NAICS-332919;  NAICS-333120;  NAICS-333241;  NAICS-333249;  NAICS-333318;  NAICS-333413;  NAICS-333415;  NAICS-333912;  NAICS-333991;  NAICS-333992;  NAICS-333993;  NAICS-333997;  NAICS-333999;  NAICS-336390;  NAICS-339940;  NAICS-339991;  NAICS-339999,ANZSIC-2419;  ANZSIC-2449;  ANZSIC-2452;  ANZSIC-2463;  ANZSIC-2469;  ANZSIC-2499,
282,Manufacture of special-purpose machinery,F1.0263,ISIC-282,ISIC-28,3,Group,C,28,282,0000,Yes,3,0,0,3,Yes,0,3,NACE-28.3;  NACE-28.4;  NACE-28.9,,,
2821,Manufacture of agricultural and forestry machinery,F1.0264,ISIC-2821,ISIC-282,4,Class,C,28,282,2821,Yes,1,5,5,1,,1,7,NACE-28.30,NAICS-332216;  NAICS-333111;  NAICS-333112;  NAICS-333120;  NAICS-333243,ANZSIC-2461,
2822,Manufacture of metal-forming machinery and machine tools,F1.0265,ISIC-2822,ISIC-282,4,Class,C,28,282,2822,Yes,2,7,7,2,,2,11,NACE-28.41;  NACE-28.49,NAICS-333243;  NAICS-333249;  NAICS-333318;  NAICS-333514;  NAICS-333515;  NAICS-333517;  NAICS-333519,ANZSIC-2463;  ANZSIC-2499,
2823,Manufacture of machinery for metallurgy,F1.0266,ISIC-2823,ISIC-282,4,Class,C,28,282,2823,Yes,1,6,6,1,,1,8,NACE-28.91,NAICS-331511;  NAICS-332313;  NAICS-332420;  NAICS-333249;  NAICS-333517;  NAICS-333519,ANZSIC-2463,
2824,"Manufacture of machinery for mining, quarrying and construction",F1.0267,ISIC-2824,ISIC-282,4,Class,C,28,282,2824,Yes,1,4,4,1,,1,6,NACE-28.92,NAICS-333120;  NAICS-333131;  NAICS-333132;  NAICS-333922,ANZSIC-2462,
2825,"Manufacture of machinery for food, beverage and tobacco processing",F1.0268,ISIC-2825,ISIC-282,4,Class,C,28,282,2825,Yes,1,4,4,1,,2,7,NACE-28.93,NAICS-333111;  NAICS-333241;  NAICS-333249;  NAICS-333318,ANZSIC-2461;  ANZSIC-2469,
2826,"Manufacture of machinery for textile, apparel and leather production",F1.0269,ISIC-2826,ISIC-282,4,Class,C,28,282,2826,Yes,1,4,4,1,,3,8,NACE-28.94,NAICS-333111;  NAICS-333249;  NAICS-333318;  NAICS-339993,ANZSIC-2449;  ANZSIC-2469;  ANZSIC-2499,
2829,Manufacture of other special-purpose machinery,F1.0270,ISIC-2829,ISIC-282,4,Class,C,28,282,2829,Yes,3,7,7,3,,2,12,NACE-28.95;  NACE-28.96;  NACE-28.99,NAICS-333242;  NAICS-333243;  NAICS-333244;  NAICS-333249;  NAICS-333318;  NAICS-333999;  NAICS-339920,ANZSIC-2394;  ANZSIC-2469,
29,"Manufacture of motor vehicles, trailers and semi-trailers",F1.0271,ISIC-29,ISIC-C,2,Division,C,29,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-29,,,
291,Manufacture of motor vehicles,F1.0272,ISIC-291,ISIC-29,3,Group,C,29,291,0000,Yes,1,0,0,1,Yes,0,1,NACE-29.1,,,
2910,Manufacture of motor vehicles,F1.0273,ISIC-2910,ISIC-291,4,Class,C,29,291,2910,Yes,1,9,9,1,,2,12,NACE-29.10,NAICS-333618;  NAICS-336111;  NAICS-336112;  NAICS-336120;  NAICS-336211;  NAICS-336213;  NAICS-336310;  NAICS-336510;  NAICS-336999,ANZSIC-2311;  ANZSIC-2319,
292,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,F1.0274,ISIC-292,ISIC-29,3,Group,C,29,292,0000,Yes,1,0,0,1,Yes,0,1,NACE-29.2,,,
2920,Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers,F1.0275,ISIC-2920,ISIC-292,4,Class,C,29,292,2920,Yes,1,7,7,1,,1,9,NACE-29.20,NAICS-326199;  NAICS-332420;  NAICS-332439;  NAICS-336211;  NAICS-336212;  NAICS-336214;  NAICS-811121,ANZSIC-2312,
293,Manufacture of parts and accessories for motor vehicles,F1.0276,ISIC-293,ISIC-29,3,Group,C,29,293,0000,Yes,1,0,0,1,Yes,0,1,NACE-29.3,,,
2930,Manufacture of parts and accessories for motor vehicles,F1.0277,ISIC-2930,ISIC-293,4,Class,C,29,293,2930,Yes,2,9,9,2,,5,16,NACE-29.31;  NACE-29.32,NAICS-336211;  NAICS-336310;  NAICS-336320;  NAICS-336330;  NAICS-336340;  NAICS-336350;  NAICS-336360;  NAICS-336390;  NAICS-336999,ANZSIC-1919;  ANZSIC-2313;  ANZSIC-2319;  ANZSIC-2511;  ANZSIC-2512,
30,Manufacture of other transport equipment,F1.0278,ISIC-30,ISIC-C,2,Division,C,30,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-30,,,
301,Building of ships and boats,F1.0279,ISIC-301,ISIC-30,3,Group,C,30,301,0000,Yes,1,0,0,1,Yes,0,1,NACE-30.1,,,
3011,Building of ships and floating structures,F1.0280,ISIC-3011,ISIC-301,4,Class,C,30,301,3011,Yes,1,4,4,1,,6,11,NACE-30.11,NAICS-332312;  NAICS-332313;  NAICS-336360;  NAICS-336611,ANZSIC-1919;  ANZSIC-2391;  ANZSIC-2392;  ANZSIC-2399;  ANZSIC-2511;  ANZSIC-2512,
3012,Building of pleasure and sporting boats,F1.0281,ISIC-3012,ISIC-301,4,Class,C,30,301,3012,Yes,1,3,3,1,,3,7,NACE-30.12,NAICS-332312;  NAICS-336612;  NAICS-336999,ANZSIC-2391;  ANZSIC-2392;  ANZSIC-2399,
302,Manufacture of railway locomotives and rolling stock,F1.0282,ISIC-302,ISIC-30,3,Group,C,30,302,0000,Yes,1,0,0,1,Yes,0,1,NACE-30.2,,,
3020,Manufacture of railway locomotives and rolling stock,F1.0283,ISIC-3020,ISIC-302,4,Class,C,30,302,3020,Yes,1,5,5,1,,4,10,NACE-30.20,NAICS-333131;  NAICS-333923;  NAICS-334290;  NAICS-336360;  NAICS-336510,ANZSIC-2393;  ANZSIC-2419;  ANZSIC-2511;  ANZSIC-2512,
303,Manufacture of air and spacecraft and related machinery,F1.0284,ISIC-303,ISIC-30,3,Group,C,30,303,0000,Yes,1,0,0,1,Yes,0,1,NACE-30.3,,,
3030,Manufacture of air and spacecraft and related machinery,F1.0285,ISIC-3030,ISIC-303,4,Class,C,30,303,3030,Yes,1,9,9,1,,3,13,NACE-30.30,NAICS-333318;  NAICS-334220;  NAICS-336360;  NAICS-336411;  NAICS-336412;  NAICS-336413;  NAICS-336414;  NAICS-336415;  NAICS-336419,ANZSIC-2394;  ANZSIC-2511;  ANZSIC-2512,
304,Manufacture of military fighting vehicles,F1.0286,ISIC-304,ISIC-30,3,Group,C,30,304,0000,Yes,1,0,0,1,Yes,0,1,NACE-30.4,,,
3040,Manufacture of military fighting vehicles,F1.0287,ISIC-3040,ISIC-304,4,Class,C,30,304,3040,Yes,1,1,1,1,,1,3,NACE-30.40,NAICS-336992,ANZSIC-2399,
309,Manufacture of transport equipment n.e.c.,F1.0288,ISIC-309,ISIC-30,3,Group,C,30,309,0000,Yes,1,0,0,1,Yes,0,1,NACE-30.9,,,
3091,Manufacture of motorcycles,F1.0289,ISIC-3091,ISIC-309,4,Class,C,30,309,3091,Yes,1,2,2,1,,1,4,NACE-30.91,NAICS-333618;  NAICS-336991,ANZSIC-2399,
3092,Manufacture of bicycles and invalid carriages,F1.0290,ISIC-3092,ISIC-309,4,Class,C,30,309,3092,Yes,1,3,3,1,,2,6,NACE-30.92,NAICS-336991;  NAICS-339113;  NAICS-339930,ANZSIC-1320;  ANZSIC-2399,
3099,Manufacture of other transport equipment n.e.c.,F1.0291,ISIC-3099,ISIC-309,4,Class,C,30,309,3099,Yes,1,4,4,1,,2,7,NACE-30.99,NAICS-331222;  NAICS-333112;  NAICS-333924;  NAICS-336999,ANZSIC-2291;  ANZSIC-2399,
31,Manufacture of furniture,F1.0292,ISIC-31,ISIC-C,2,Division,C,31,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-31,,,
310,Manufacture of furniture,F1.0293,ISIC-310,ISIC-31,3,Group,C,31,310,0000,Yes,1,0,0,1,Yes,0,1,NACE-31.0,,,
3100,Manufacture of furniture,F1.0294,ISIC-3100,ISIC-310,4,Class,C,31,310,3100,Yes,4,13,13,4,,6,23,NACE-31.01;  NACE-31.02;  NACE-31.03;  NACE-31.09,NAICS-321999;  NAICS-326199;  NAICS-337110;  NAICS-337121;  NAICS-337122;  NAICS-337124;  NAICS-337125;  NAICS-337127;  NAICS-337211;  NAICS-337212;  NAICS-337214;  NAICS-337215;  NAICS-337910,ANZSIC-1912;  ANZSIC-2399;  ANZSIC-2511;  ANZSIC-2512;  ANZSIC-2513;  ANZSIC-2519,
32,Other manufacturing,F1.0295,ISIC-32,ISIC-C,2,Division,C,32,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-32,,,
321,"Manufacture of jewellery, bijouterie and related articles",F1.0296,ISIC-321,ISIC-32,3,Group,C,32,321,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.1,,,
3211,Manufacture of jewellery and related articles,F1.0297,ISIC-3211,ISIC-321,4,Class,C,32,321,3211,Yes,2,2,2,2,,2,6,NACE-32.11;  NACE-32.12,NAICS-327999;  NAICS-339910,ANZSIC-2591;  ANZSIC-7712,
3212,Manufacture of imitation jewellery and related articles,F1.0298,ISIC-3212,ISIC-321,4,Class,C,32,321,3212,Yes,1,1,1,1,,1,3,NACE-32.13,NAICS-339910,ANZSIC-2591,
322,Manufacture of musical instruments,F1.0299,ISIC-322,ISIC-32,3,Group,C,32,322,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.2,,,
3220,Manufacture of musical instruments,F1.0300,ISIC-3220,ISIC-322,4,Class,C,32,322,3220,Yes,1,3,3,1,,1,5,NACE-32.20,NAICS-339920;  NAICS-339992;  NAICS-339999,ANZSIC-2599,
323,Manufacture of sports goods,F1.0301,ISIC-323,ISIC-32,3,Group,C,32,323,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.3,,,
3230,Manufacture of sports goods,F1.0302,ISIC-3230,ISIC-323,4,Class,C,32,323,3230,Yes,1,2,2,1,,3,6,NACE-32.30,NAICS-339920;  NAICS-339930,ANZSIC-1351;  ANZSIC-1352;  ANZSIC-2592,
324,Manufacture of games and toys,F1.0303,ISIC-324,ISIC-32,3,Group,C,32,324,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.4,,,
3240,Manufacture of games and toys,F1.0304,ISIC-3240,ISIC-324,4,Class,C,32,324,3240,Yes,1,3,3,1,,4,8,NACE-32.40,NAICS-339920;  NAICS-339930;  NAICS-339999,ANZSIC-1523;  ANZSIC-2399;  ANZSIC-2592;  ANZSIC-2599,
325,Manufacture of medical and dental instruments and supplies,F1.0305,ISIC-325,ISIC-32,3,Group,C,32,325,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.5,,,
3250,Manufacture of medical and dental instruments and supplies,F1.0306,ISIC-3250,ISIC-325,4,Class,C,32,325,3250,Yes,1,8,8,1,,4,13,NACE-32.50,NAICS-333249;  NAICS-333999;  NAICS-337127;  NAICS-339112;  NAICS-339113;  NAICS-339114;  NAICS-339115;  NAICS-339116,ANZSIC-1524;  ANZSIC-2411;  ANZSIC-2412;  ANZSIC-2499,
329,Other manufacturing n.e.c.,F1.0307,ISIC-329,ISIC-32,3,Group,C,32,329,0000,Yes,1,0,0,1,Yes,0,1,NACE-32.9,,,
3290,Other manufacturing n.e.c.,F1.0308,ISIC-3290,ISIC-329,4,Class,C,32,329,3290,Yes,2,10,10,2,,10,22,NACE-32.91;  NACE-32.99,NAICS-332215;  NAICS-332618;  NAICS-333318;  NAICS-339113;  NAICS-339940;  NAICS-339993;  NAICS-339994;  NAICS-339995;  NAICS-339999;  NAICS-711510,ANZSIC-1320;  ANZSIC-1351;  ANZSIC-1499;  ANZSIC-1912;  ANZSIC-1913;  ANZSIC-1919;  ANZSIC-2090;  ANZSIC-2299;  ANZSIC-2412;  ANZSIC-2599,
33,Repair and installation of machinery and equipment,F1.0309,ISIC-33,ISIC-C,2,Division,C,33,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-33,,,
331,"Repair of fabricated metal products, machinery and equipment",F1.0310,ISIC-331,ISIC-33,3,Group,C,33,331,0000,Yes,1,1,1,1,,0,2,NACE-33.1,NAICS-238290,,
3311,Repair of fabricated metal products,F1.0311,ISIC-3311,ISIC-331,4,Class,C,33,331,3311,Yes,1,2,2,1,,2,5,NACE-33.11,NAICS-811310;  NAICS-811490,ANZSIC-9429;  ANZSIC-9499,
3312,Repair of machinery,F1.0312,ISIC-3312,ISIC-331,4,Class,C,33,331,3312,Yes,1,5,5,1,,7,13,NACE-33.12,NAICS-811212;  NAICS-811219;  NAICS-811310;  NAICS-811411;  NAICS-811490,ANZSIC-2391;  ANZSIC-2392;  ANZSIC-2393;  ANZSIC-2399;  ANZSIC-9422;  ANZSIC-9429;  ANZSIC-9499,
3313,Repair of electronic and optical equipment,F1.0313,ISIC-3313,ISIC-331,4,Class,C,33,331,3313,Yes,1,6,6,1,,3,10,NACE-33.13,NAICS-443142;  NAICS-811211;  NAICS-811212;  NAICS-811213;  NAICS-811219;  NAICS-811310,ANZSIC-2394;  ANZSIC-9422;  ANZSIC-9499,
3314,Repair of electrical equipment,F1.0314,ISIC-3314,ISIC-331,4,Class,C,33,331,3314,Yes,1,1,1,1,,2,4,NACE-33.14,NAICS-811310,ANZSIC-9422;  ANZSIC-9429,
3315,"Repair of transport equipment, except motor vehicles",F1.0315,ISIC-3315,ISIC-331,4,Class,C,33,331,3315,Yes,3,7,7,3,,6,16,NACE-33.15;  NACE-33.16;  NACE-33.17,NAICS-336611;  NAICS-441222;  NAICS-488190;  NAICS-488210;  NAICS-488390;  NAICS-811310;  NAICS-811490,ANZSIC-2391;  ANZSIC-2392;  ANZSIC-2393;  ANZSIC-2394;  ANZSIC-2399;  ANZSIC-9429,
3319,Repair of other equipment,F1.0316,ISIC-3319,ISIC-331,4,Class,C,33,331,3319,Yes,1,3,3,1,,2,6,NACE-33.19,NAICS-711510;  NAICS-811310;  NAICS-811490,ANZSIC-9429;  ANZSIC-9499,
332,Installation of industrial machinery and equipment,F1.0317,ISIC-332,ISIC-33,3,Group,C,33,332,0000,Yes,1,0,0,1,Yes,0,1,NACE-33.2,,,
3320,Installation of industrial machinery and equipment,F1.0318,ISIC-3320,ISIC-332,4,Class,C,33,332,3320,Yes,1,2,2,1,,5,8,NACE-33.20,NAICS-238220;  NAICS-238290,ANZSIC-3109;  ANZSIC-3232;  ANZSIC-3239;  ANZSIC-3299;  ANZSIC-7000,
D,"Electricity, gas, steam and air conditioning supply",F1.0319,ISIC-D,ISIC,1,Sections,D,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-D,,,
35,"Electricity, gas, steam and air conditioning supply",F1.0320,ISIC-35,ISIC-D,2,Division,D,35,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-35,,,
351,"Electric power generation, transmission and distribution",F1.0321,ISIC-351,ISIC-35,3,Group,D,35,351,0000,Yes,1,0,0,1,Yes,0,1,NACE-35.1,,,
3510,"Electric power generation, transmission and distribution",F1.0322,ISIC-3510,ISIC-351,4,Class,D,35,351,3510,Yes,4,10,10,4,,6,20,NACE-35.11;  NACE-35.12;  NACE-35.13;  NACE-35.14,NAICS-221111;  NAICS-221112;  NAICS-221113;  NAICS-221114;  NAICS-221115;  NAICS-221116;  NAICS-221117;  NAICS-221118;  NAICS-221121;  NAICS-221122,ANZSIC-2611;  ANZSIC-2612;  ANZSIC-2619;  ANZSIC-2620;  ANZSIC-2630;  ANZSIC-2640,
352,Manufacture of gas; distribution of gaseous fuels through mains,F1.0323,ISIC-352,ISIC-35,3,Group,D,35,352,0000,Yes,1,0,0,1,Yes,0,1,NACE-35.2,,,
3520,Manufacture of gas; distribution of gaseous fuels through mains,F1.0324,ISIC-3520,ISIC-352,4,Class,D,35,352,3520,Yes,3,1,1,3,,1,5,NACE-35.21;  NACE-35.22;  NACE-35.23,NAICS-221210,ANZSIC-2700,
353,Steam and air conditioning supply,F1.0325,ISIC-353,ISIC-35,3,Group,D,35,353,0000,Yes,1,0,0,1,Yes,0,1,NACE-35.3,,,
3530,Steam and air conditioning supply,F1.0326,ISIC-3530,ISIC-353,4,Class,D,35,353,3530,Yes,1,2,2,1,,1,4,NACE-35.30,NAICS-221330;  NAICS-312113,ANZSIC-2811,
E,"Water supply; sewerage, waste management and remediation activities",F1.0327,ISIC-E,ISIC,1,Sections,E,00,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-E,,,
36,"Water collection, treatment and supply",F1.0328,ISIC-36,ISIC-E,2,Division,E,36,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-36,,,
360,"Water collection, treatment and supply",F1.0329,ISIC-360,ISIC-36,3,Group,E,36,360,0000,Yes,1,0,0,1,Yes,0,1,NACE-36.0,,,
3600,"Water collection, treatment and supply",F1.0330,ISIC-3600,ISIC-360,4,Class,E,36,360,3600,Yes,1,1,1,1,,1,3,NACE-36.00,NAICS-221310,ANZSIC-2811,
37,Sewerage,F1.0331,ISIC-37,ISIC-E,2,Division,E,37,000,0000,Yes,1,0,0,1,Yes,0,1,NACE-37,,,
